id,zipcode,lat,long,bedrooms,bathrooms,floors,waterfront,grade,condition,date,sqft_living,sqft_lot,sqft_above,sqft_basement,yr_built,yr_renovated,price
2122049013,98198,47.3757,-122.304,2,1,1,1,7,4,20150513,880,7575,880,0,1942,0,204750 
7424700045,98122,47.6166,-122.287,5,3,2,1,9,5,20150513,3830,8480,2630,1200,1905,1994,2050000 
2013801086,98198,47.3837,-122.317,3,1.5,1,1,7,4,20150513,1340,7391,1340,0,1966,0,245000 
1922059135,98030,47.3839,-122.225,2,2,1,1,6,4,20150513,1130,5500,1130,0,1941,0,250000 
2568200610,98052,47.707,-122.102,5,2.75,2,1,9,3,20150513,2860,5280,2860,0,2006,0,751000 
6699300330,98001,47.3161,-122.27,5,2.5,2,1,8,3,20150513,2840,6010,2840,0,2003,0,372000 
7327902612,98108,47.5321,-122.323,2,1,1,1,6,3,20150513,930,4000,730,200,1943,0,269500 
9828700685,98122,47.6187,-122.295,3,1.75,1.5,1,7,3,20150513,1540,8400,1540,0,1902,0,900000 
2112700600,98106,47.5323,-122.351,3,2.25,1,1,7,3,20150513,1640,5880,1240,400,1977,0,415000 
642800130,98075,47.5794,-122.03,3,3.25,2,1,8,3,20150513,3240,4185,2770,470,2011,0,724500 
8682262400,98053,47.7176,-122.033,2,1.75,1,1,8,3,20150513,1350,4003,1350,0,2004,0,419950 
3764650010,98034,47.7326,-122.197,3,2.5,2,1,8,3,20150513,2300,4307,2300,0,1998,0,500000 
3975400185,98103,47.6546,-122.344,3,2,1,1,7,4,20150513,1640,4218,910,730,1941,0,645000 
2734100395,98108,47.5462,-122.32,2,1,1.5,1,6,3,20150513,760,4000,760,0,1910,0,380000 
5457300478,98109,47.6261,-122.355,2,1.75,1,1,6,4,20150513,1000,1760,600,400,1924,0,453500 
6145600900,98133,47.7041,-122.351,2,2.5,2,1,8,3,20150513,1170,1638,1170,0,2008,0,325000 
2722059275,98042,47.3691,-122.163,3,2.75,2,1,7,4,20150512,2290,34548,2290,0,1984,0,536000 
522069119,98038,47.4168,-122.074,3,2.5,1,1,8,3,20150512,2720,62310,2040,680,1985,0,550000 
422069067,98038,47.4253,-122.043,4,2.25,1,1,7,4,20150512,2380,128937,2380,0,1960,0,276500 
7932000041,98058,47.4291,-122.177,2,2.5,1,1,10,4,20150512,3090,47044,2250,840,1979,0,602500 
9485940290,98042,47.3533,-122.082,4,2.25,1,1,9,4,20150512,2350,36116,2350,0,1983,0,464950 
2524049108,98040,47.5323,-122.237,5,4.25,1,1,10,4,20150512,4050,18827,2150,1900,1979,0,1380000 
5153200356,98023,47.3303,-122.351,4,1.75,1,1,8,3,20150512,2250,16000,1450,800,1957,0,280000 
4139420190,98006,47.5515,-122.113,4,5,1,1,12,3,20150512,5310,16909,3090,2220,1992,0,2480000 
7979900440,98155,47.7435,-122.292,2,1.75,1,1,7,3,20150512,2080,13054,2080,0,1951,0,600000 
8955800045,98042,47.3628,-122.147,2,2.25,1,1,8,4,20150512,2080,11285,1180,900,1954,0,530000 
1775700011,98077,47.7432,-122.076,3,2.5,1,1,6,3,20150512,1410,26375,1410,0,1992,0,390000 
2473002650,98058,47.4485,-122.139,4,2.5,1,1,8,5,20150512,2400,11640,1800,600,1968,0,495000 
6206100075,98005,47.5899,-122.173,4,1.75,1,1,8,4,20150512,1980,10800,1320,660,1953,0,700000 
3760500240,98034,47.6985,-122.229,2,0.75,1,1,4,3,20150512,750,16321,750,0,1936,0,435000 
8151600142,98146,47.506,-122.365,5,1.75,1,1,7,3,20150512,1710,11900,1070,640,1958,0,319950 
7795810110,98045,47.4964,-121.771,3,1.75,1,1,7,4,20150512,1430,9857,1140,290,1980,0,390000 
5536100020,98004,47.6227,-122.207,3,2,1,1,8,3,20150512,2160,15788,2160,0,1951,0,1190000 
9407001770,98045,47.4487,-121.773,3,1.75,1,1,7,3,20150512,1350,9000,1350,0,1987,0,304950 
3904921100,98029,47.5685,-122.012,4,2.5,2,1,9,3,20150512,2700,10160,2700,0,1988,0,674725 
5417600130,98065,47.526,-121.81,2,1,1,1,5,3,20150512,910,9000,910,0,1923,0,301000 
8146300180,98004,47.6066,-122.192,5,2.25,1,1,8,4,20150512,1960,8592,1290,670,1958,0,860000 
2597501190,98002,47.2846,-122.192,3,2.25,1,1,7,3,20150512,2080,26574,1380,700,1993,0,270000 
1402620120,98058,47.4388,-122.142,4,2.5,2,1,8,3,20150512,2410,7517,2410,0,1983,0,440000 
2783100230,98133,47.7567,-122.333,4,2.25,2,1,7,5,20150512,1940,8270,1940,0,1962,0,530000 
7893203480,98198,47.4192,-122.33,3,1.5,1,1,7,3,20150512,1420,5000,920,500,1987,0,205000 
7199330170,98052,47.6972,-122.129,3,1.75,1,1,7,3,20150512,1720,6960,1140,580,1978,0,450000 
8685500020,98118,47.535,-122.289,3,1,1,1,7,3,20150512,1530,6372,1210,320,1962,0,387000 
3361400980,98168,47.5,-122.317,2,1,1,1,5,3,20150512,600,6120,600,0,1943,1989,135000 
1180007375,98178,47.4928,-122.229,5,3.5,2,1,9,3,20150512,4010,6000,2560,1450,1997,0,625000 
3438500114,98106,47.5545,-122.356,4,2,1,1,7,4,20150512,1640,5014,930,710,1982,0,377000 
9151600106,98116,47.5855,-122.383,4,1.5,1.5,1,8,4,20150512,2030,3300,1530,500,1927,0,750000 
305500140,98058,47.4362,-122.178,3,2.5,2,1,8,3,20150512,2200,4052,2200,0,2005,0,365000 
2123700015,98118,47.5275,-122.271,4,2.5,2,1,7,3,20150512,1470,1612,980,490,2003,0,228800 
7299600700,98092,47.2581,-122.2,3,2.5,2,1,8,3,20150512,2242,4800,2242,0,2013,0,328000 
5680000260,98144,47.5712,-122.316,3,1,1,1,6,3,20150512,810,4600,810,0,1918,0,385000 
1337800855,98112,47.6308,-122.312,3,1.5,2,1,7,5,20150512,2200,2880,1440,760,1904,0,885000 
9526600340,98052,47.7057,-122.112,3,2.5,2,1,8,3,20150512,2440,4244,2440,0,2011,0,729000 
4307350200,98056,47.4802,-122.179,3,2.5,2,1,7,3,20150512,1680,4308,1680,0,2004,0,347000 
9834200390,98144,47.5746,-122.289,3,1.5,1.5,1,7,5,20150512,1220,4080,1220,0,1914,0,670000 
9136103130,98103,47.6652,-122.338,2,1.5,1.5,1,7,3,20150512,1090,4013,1090,0,1900,0,685000 
9828700005,98122,47.6178,-122.292,3,1,1,1,7,3,20150512,1040,4000,1040,0,1950,0,440000 
2769601250,98107,47.6737,-122.365,2,1,1,1,7,3,20150512,1420,3100,820,600,1924,0,550000 
9550204620,98105,47.666,-122.327,3,1.75,1.5,1,7,3,20150512,1720,3825,1720,0,1925,0,475000 
3362400640,98103,47.682,-122.348,3,1.75,1.5,1,7,5,20150512,2010,3090,1510,500,1926,0,825000 
6661200260,98038,47.3845,-122.039,2,1.5,2,1,7,3,20150512,1030,2850,1030,0,1995,0,220000 
9358000780,98126,47.5674,-122.367,2,1,1,1,6,3,20150512,830,5610,830,0,1922,0,275000 
8822900122,98125,47.7177,-122.292,3,2.25,3,1,7,3,20150512,1330,969,1330,0,2007,0,325000 
6056111350,98108,47.5648,-122.294,3,2.25,2,1,8,3,20150512,1430,2343,1430,0,2012,0,439000 
9385200045,98116,47.5818,-122.402,3,2.5,3,1,9,3,20150512,1660,1091,1530,130,2015,0,729500 
2421059090,98092,47.2964,-122.116,4,2.5,2,1,8,4,20150511,4090,215186,3670,420,1979,0,640000 
1240700006,98074,47.6106,-122.055,3,2,1.5,1,9,3,20150511,2320,65340,2320,0,1992,0,870000 
3422059208,98042,47.346,-122.157,3,2.5,1,1,8,4,20150511,1930,64904,1930,0,1988,0,390000 
1445500100,98005,47.6435,-122.154,5,2.25,1,1,9,3,20150511,2510,35691,2510,0,1967,0,900000 
6639900219,98033,47.691,-122.176,3,2.5,2,1,8,3,20150511,1630,1755,1320,310,1997,0,419900 
5428000070,98198,47.3574,-122.318,5,3.5,2,1,10,3,20150511,4750,8234,3350,1400,2013,0,770000 
1925069082,98052,47.6393,-122.097,5,4.25,2,2,8,5,20150511,4640,22703,2860,1780,1952,0,2200000 
7936000252,98116,47.5577,-122.399,2,1,1.5,1,6,4,20150511,1050,7500,1050,0,1910,0,521000 
4389201095,98004,47.6146,-122.213,5,3.75,2,1,12,3,20150511,5020,8694,3970,1050,2007,0,3650000 
9353300820,98059,47.4894,-122.135,3,1,1,1,7,4,20150511,1250,10723,1250,0,1961,0,310000 
2473350790,98058,47.4545,-122.146,3,1.75,1,1,8,3,20150511,1970,9512,1970,0,1968,0,371000 
1326069188,98019,47.7345,-121.977,3,2.5,2,1,7,3,20150511,1640,10424,1640,0,1988,0,350000 
3343300644,98056,47.5454,-122.192,2,1,1,1,6,5,20150511,1110,9920,700,410,1942,0,343000 
2817100430,98070,47.3733,-122.432,3,2,1,1,7,4,20150511,2080,12972,1250,830,1981,0,389000 
4045800030,98052,47.6383,-122.098,3,2.25,1,1,8,4,20150511,2220,10530,1700,520,1974,0,739000 
5127100100,98059,47.474,-122.146,3,2,1,1,7,4,20150511,1620,9566,1620,0,1968,0,382880 
2473350470,98058,47.4561,-122.148,3,1.5,1,1,8,4,20150511,1440,7875,1440,0,1968,0,330000 
1591600307,98146,47.4993,-122.364,3,1.75,1,1,7,5,20150511,1810,7200,1030,780,1959,0,360000 
4273000095,98166,47.4735,-122.344,4,1.75,1,1,7,3,20150511,1400,8374,1400,0,1953,0,340000 
5255300150,98011,47.7685,-122.2,3,1.75,1,1,7,4,20150511,1950,8325,1950,0,1962,0,510000 
6798100070,98125,47.7133,-122.308,3,1,1.5,1,7,3,20150511,1220,8040,1220,0,1965,0,467000 
1138010180,98034,47.7153,-122.211,3,2.5,1,1,7,3,20150511,1510,7300,1040,470,1974,0,399950 
3343901440,98056,47.5157,-122.191,4,1.75,1,1,7,4,20150511,2180,7876,1290,890,1977,0,379000 
8682310310,98053,47.7101,-122.014,2,2,1,1,8,3,20150511,1850,4667,1850,0,2010,0,589000 
3336001515,98118,47.5261,-122.266,4,1,1.5,1,7,4,20150511,1610,6000,1510,100,1905,0,426250 
3333000655,98118,47.5437,-122.281,2,1,1,1,6,3,20150511,890,6000,890,0,1941,0,334000 
7853380570,98065,47.5167,-121.885,4,2.5,2,1,10,3,20150511,3340,5314,3340,0,2010,0,701000 
7104100110,98136,47.5499,-122.393,4,3.5,2,1,9,3,20150511,2490,5500,1780,710,2015,0,899000 
2738650030,98072,47.7749,-122.159,3,2.5,2,1,9,3,20150511,2450,3582,2450,0,2008,0,552500 
9266700190,98103,47.6938,-122.347,1,1,1,1,6,4,20150511,390,2000,390,0,1920,0,245000 
6046400755,98103,47.6915,-122.345,5,1.75,1.5,1,7,5,20150511,2020,5100,1320,700,1911,0,475000 
5540800100,98103,47.6947,-122.346,3,1,1,1,6,4,20150511,910,6630,910,0,1912,0,245000 
5583200345,98118,47.5547,-122.272,2,1,1,1,6,4,20150511,750,4000,750,0,1926,0,422000 
6324000090,98116,47.5828,-122.382,2,1,1,1,6,1,20150511,990,8140,990,0,1910,0,210000 
2877103615,98103,47.6779,-122.357,4,1.75,1.5,1,8,3,20150511,2370,5000,1770,600,1919,0,870000 
2917200645,98133,47.7013,-122.35,4,1.75,1,1,6,4,20150511,2020,6200,1010,1010,1948,0,575000 
1695900060,98144,47.587,-122.294,4,1,1.5,1,7,4,20150511,1610,2982,1610,0,1925,0,535000 
5694501195,98103,47.6597,-122.345,1,1,1,1,7,3,20150511,720,2500,720,0,1910,0,438600 
1934800162,98122,47.6032,-122.308,2,1.5,2,1,7,3,20150511,960,1829,960,0,2005,0,386180 
1732800199,98119,47.632,-122.361,2,2.5,3,1,9,3,20150511,1680,977,1680,0,2009,0,935000 
7852170140,98065,47.5416,-121.864,4,2.5,2,1,9,3,20150510,3180,5438,3180,0,2003,0,650000 
5651010150,98011,47.7733,-122.17,3,2.5,2,1,7,4,20150510,1930,5790,1930,0,1988,0,435000 
7429000130,98031,47.3999,-122.211,4,2.5,2,1,9,3,20150509,2980,12534,2980,0,1996,0,515000 
2493200325,98136,47.5269,-122.383,4,1.5,1,1,7,4,20150509,1440,3200,960,480,1960,0,589500 
871000435,98199,47.6506,-122.405,4,2,1,1,8,4,20150509,2380,6122,1310,1070,1949,0,812000 
1921069101,98092,47.2881,-122.086,3,1.75,1,1,7,3,20150508,2170,73616,2170,0,2008,0,399000 
1720069075,98022,47.2215,-122.067,3,3,1.5,1,8,3,20150508,2450,211266,2450,0,2004,0,530000 
122029066,98070,47.4189,-122.499,3,1.75,2,1,7,4,20150508,2020,215622,2020,0,1975,0,490000 
322069010,98038,47.4199,-122.034,3,2,1.5,1,8,4,20150508,2570,233481,2570,0,1986,0,435000 
7302000610,98053,47.6503,-121.968,4,1.5,2,1,7,3,20150508,2120,46173,2120,0,1974,0,316000 
3325069025,98074,47.6064,-122.039,3,1,1,1,8,3,20150508,2000,21780,1480,520,1978,0,500000 
2424059174,98006,47.5491,-122.104,4,3.25,2,1,11,3,20150508,5640,35006,4900,740,2015,0,1999950 
251610020,98004,47.6354,-122.214,4,2.75,2,1,10,4,20150508,3480,19991,2630,850,1979,0,1580000 
1924059254,98040,47.5479,-122.212,5,3.75,1,1,10,4,20150508,3490,15246,1940,1550,1968,0,1295000 
2133010110,98019,47.7306,-121.966,4,2.5,2,1,7,3,20150508,1770,13168,1770,0,1990,0,455000 
6119700030,98166,47.4357,-122.343,4,3.25,2,1,9,3,20150508,3674,12793,3674,0,1987,0,699950 
8078490090,98022,47.1913,-122.015,3,1.75,1,1,8,3,20150508,1670,11452,1670,0,1992,0,245000 
9353301070,98059,47.4922,-122.134,5,2.25,1,1,7,4,20150508,2100,10726,1050,1050,1963,0,342500 
1118000320,98112,47.638,-122.288,4,4,2,1,11,3,20150508,4260,11765,3280,980,1939,2010,3400000 
4025300135,98155,47.749,-122.305,3,1.75,2,1,7,3,20150508,1790,9813,1790,0,1949,0,451000 
126039394,98177,47.7771,-122.362,4,2.75,1,1,8,4,20150508,2300,26650,2300,0,1950,0,525000 
8125200480,98166,47.4513,-122.267,4,2.5,2,1,8,3,20150508,2310,6650,2310,0,2012,0,422000 
3782400040,98019,47.7341,-121.981,3,2.25,2,1,7,3,20150508,1680,9766,1680,0,1989,0,396000 
3751600409,98001,47.2949,-122.27,4,2.5,2,1,8,3,20150508,4073,17334,4073,0,2008,0,510000 
3224059107,98056,47.5279,-122.199,4,3,2,1,9,3,20150508,3150,6599,3150,0,2008,0,649500 
1432900240,98058,47.4563,-122.171,3,1,1,1,7,4,20150508,1610,8579,1010,600,1962,0,205000 
3449000200,98059,47.5013,-122.147,4,1.75,1,1,7,4,20150508,2010,12188,1150,860,1960,0,360000 
1223039195,98146,47.4959,-122.367,5,1.75,1,1,8,3,20150508,2330,6450,1330,1000,1958,0,465000 
629811340,98074,47.6123,-122.007,4,3,2,1,9,3,20150508,2800,9127,2800,0,1999,0,770000 
7888400500,98198,47.3668,-122.312,5,1.5,1.5,1,7,4,20150508,1840,8050,1840,0,1962,0,285000 
1796370180,98042,47.3713,-122.091,3,2.25,2,1,7,4,20150508,1610,7423,1610,0,1990,0,260000 
3876200070,98034,47.7276,-122.181,3,3,1,1,7,3,20150508,1520,7500,1180,340,1967,0,460000 
2126049083,98125,47.7238,-122.302,2,1,1,1,7,3,20150508,1300,6617,1300,0,1986,0,324500 
2215900410,98038,47.3511,-122.058,4,2.75,2,1,7,4,20150508,2000,9083,2000,0,1992,0,323000 
2968801085,98166,47.4578,-122.351,4,1.5,1,1,7,4,20150508,1680,7620,1180,500,1965,0,334000 
1432400120,98058,47.4501,-122.176,3,1,1,1,6,4,20150508,1010,7690,1010,0,1958,0,255000 
8820903080,98125,47.7153,-122.284,2,1,1,1,6,3,20150508,910,5759,910,0,1951,0,455000 
4051100390,98042,47.3739,-122.148,3,1,1,1,7,4,20150508,1310,7125,1310,0,1978,0,240000 
8025700460,98031,47.4002,-122.189,4,1.75,1,1,7,3,20150508,1840,7275,1090,750,1976,0,279000 
3885805035,98033,47.6823,-122.203,2,1,1,1,6,4,20150508,1040,7200,1040,0,1955,0,687500 
5104540330,98038,47.3543,-122.005,4,2.5,2,1,10,3,20150508,3680,7236,3680,0,2006,0,679000 
8011100050,98056,47.4952,-122.172,2,1,1,1,7,4,20150508,1220,28703,1220,0,1953,0,350000 
2359300030,98115,47.6742,-122.284,3,1,1,1,7,3,20150508,910,5212,910,0,1951,0,565000 
2920700220,98117,47.6929,-122.36,2,1,1,1,6,3,20150508,910,4191,910,0,1910,0,275000 
6822100750,98199,47.6474,-122.402,3,1.75,1,1,7,5,20150508,1500,6000,850,650,1940,0,700000 
7883605915,98108,47.5254,-122.318,3,1,1.5,1,7,3,20150508,1020,6000,1020,0,1900,0,337500 
6450302545,98133,47.7321,-122.334,3,1,1.5,1,7,4,20150508,1280,5460,1280,0,1931,0,443000 
254000695,98146,47.5131,-122.383,3,1,1,1,7,4,20150508,1190,5280,1190,0,1957,0,410000 
8651410090,98042,47.3644,-122.082,2,1,1,1,6,5,20150508,840,5265,840,0,1969,0,209000 
2517010630,98042,47.4011,-122.164,4,2.5,2,1,7,4,20150508,3320,5034,3320,0,2006,0,410000 
6021502070,98117,47.6883,-122.384,2,1,1,1,7,3,20150508,1410,4500,1020,390,1939,0,600000 
8819900449,98105,47.6701,-122.286,2,1,1,1,7,3,20150508,1100,3975,900,200,1950,0,395000 
3964400120,98144,47.5746,-122.311,4,1.75,1.5,1,7,5,20150508,1620,4240,1620,0,1916,0,512500 
3083000365,98144,47.5797,-122.305,4,2,1,1,7,3,20150508,1170,4000,1170,0,1955,0,330000 
7132300540,98144,47.5933,-122.308,2,2,2,1,7,3,20150508,1730,4248,1730,0,1905,0,450000 
1109000175,98118,47.5372,-122.269,4,2,1,1,6,4,20150508,1950,3757,1160,790,1908,0,370000 
8944550050,98118,47.5412,-122.286,3,2.5,2,1,8,3,20150508,2080,3920,2080,0,2010,0,448500 
2896400210,98072,47.7633,-122.149,4,2.5,2,1,7,3,20150508,1780,2992,1780,0,2003,0,455000 
3277801586,98126,47.543,-122.375,3,2.25,2,1,8,3,20150508,1520,1464,1240,280,2010,0,380000 
620069061,98092,47.2485,-122.101,3,2.5,2,1,7,3,20150507,2880,426452,2880,0,1979,0,450000 
625069064,98053,47.6854,-122.079,3,2.25,1,1,9,3,20150507,2570,47480,2570,0,1979,0,625000 
925069111,98053,47.6735,-122.041,3,1.75,1,1,7,3,20150507,1760,235224,1760,0,1973,0,568000 
1422069070,98038,47.3974,-122.005,3,2.5,2,1,7,3,20150507,1860,415126,1860,0,2006,0,472000 
1774220070,98077,47.769,-122.094,4,2.25,2,1,8,3,20150507,2590,36256,2590,0,1978,0,550000 
3585300415,98177,47.7648,-122.37,3,1.75,1,1,8,3,20150507,1680,28046,1180,500,1948,0,620000 
7000100631,98004,47.5831,-122.191,5,1.75,1,1,7,4,20150507,2690,21357,1420,1270,1952,0,730000 
1925059254,98004,47.6409,-122.221,5,4,2,1,12,3,20150507,6670,16481,4960,1710,2007,0,2998000 
5559200065,98023,47.3221,-122.344,2,1,1.5,1,6,4,20150507,1420,16400,1420,0,1943,0,306500 
7237501380,98059,47.531,-122.134,4,3.5,2,1,10,3,20150507,4640,13404,4640,0,2007,0,1267500 
2320069111,98022,47.2034,-122.003,4,1.75,1.5,1,7,5,20150507,2290,36900,1690,600,1938,0,449999 
7922710520,98052,47.6647,-122.142,4,2.25,2,1,8,3,20150507,1780,10260,1780,0,1971,0,615000 
1245500250,98033,47.6938,-122.21,2,1,1,1,7,4,20150507,920,10000,920,0,1981,0,555500 
6179900090,98028,47.7726,-122.266,3,1.75,1,1,7,4,20150507,1770,10513,1400,370,1982,0,415000 
3222049112,98198,47.3509,-122.323,3,2.5,2,1,9,3,20150507,2780,8225,2780,0,1990,0,449900 
7446500010,98011,47.7638,-122.196,4,2.25,2,1,8,3,20150507,3070,9210,2740,330,2010,0,664500 
3288100290,98034,47.7307,-122.183,3,2.75,1.5,1,8,4,20150507,3230,9576,3230,0,1966,0,605000 
2253200010,98056,47.5112,-122.186,5,2,1,1,7,5,20150507,2400,9537,1210,1190,1959,0,390000 
8718500095,98028,47.7402,-122.255,3,1.5,1,1,7,3,20150507,1740,9046,1740,0,1956,0,415000 
1310910290,98032,47.361,-122.281,4,2.25,2,1,8,3,20150507,2240,9600,2240,0,1971,0,327500 
3797310230,98022,47.1923,-122.014,3,2,1,1,7,3,20150507,1760,9732,1760,0,1996,0,314950 
6400700220,98033,47.6698,-122.177,3,1,1,1,6,4,20150507,1540,9028,1540,0,1968,0,450000 
3304300300,98059,47.4828,-122.133,4,2.75,2,1,9,3,20150507,2460,8643,2460,0,2011,0,579950 
1310700330,98032,47.3618,-122.289,4,2.25,1,1,8,4,20150507,1780,8820,1480,300,1966,0,310000 
925059288,98033,47.6734,-122.173,3,2.5,2,1,9,3,20150507,2400,7745,2400,0,2001,0,750000 
4131500190,98003,47.3032,-122.306,5,2.5,1,1,8,3,20150507,2803,8550,2803,0,1963,2011,379000 
1332200100,98031,47.4043,-122.213,4,2.5,2,1,7,3,20150507,2641,8091,2641,0,1998,0,393000 
2832100270,98125,47.7297,-122.326,4,1.5,1.5,1,7,3,20150507,1940,8970,1270,670,1980,0,306888 
2472950170,98058,47.4269,-122.148,3,2.25,2,1,7,3,20150507,2860,8458,2860,0,1983,0,365000 
4137020910,98092,47.2602,-122.219,3,1.75,2,1,8,3,20150507,1980,9220,1980,0,1987,0,297300 
3876540600,98003,47.2624,-122.299,3,2.25,1,1,7,3,20150507,1930,8192,1470,460,1984,0,273000 
3303960250,98059,47.5217,-122.155,4,3.25,2,1,11,3,20150507,4020,11588,4020,0,2000,0,1050000 
1036000610,98052,47.6327,-122.097,3,1.75,1,1,8,4,20150507,2010,8072,2010,0,1974,0,639500 
3438501450,98106,47.5467,-122.365,2,1,1,1,7,3,20150507,870,10492,870,0,1937,0,382000 
2215901230,98038,47.3539,-122.054,3,2,1,1,7,4,20150507,1470,7694,1470,0,1992,0,254000 
7349650490,98002,47.2831,-122.199,3,1.75,1,1,7,3,20150507,1600,7500,1600,0,1998,0,285000 
2310000430,98038,47.3564,-122.04,3,2.25,1,1,7,4,20150507,1580,7034,1180,400,1989,0,284000 
4178500640,98042,47.3584,-122.089,4,2.5,2,1,7,4,20150507,1880,9426,1880,0,1990,0,306000 
2423020180,98033,47.7016,-122.17,4,2.25,2,1,8,3,20150507,2040,7031,2040,0,2012,0,670000 
9558050230,98058,47.459,-122.118,4,3.5,2,1,10,3,20150507,3450,6873,2750,700,2004,0,590000 
3438500168,98106,47.5549,-122.356,3,1.5,1,1,7,5,20150507,1060,7488,1060,0,1977,0,325000 
3179100180,98105,47.6712,-122.272,5,3.25,2,1,9,3,20150507,2920,6960,2120,800,1953,2008,1540000 
7575610760,98003,47.3521,-122.302,3,2.25,2,1,8,4,20150507,1620,7772,1620,0,1988,0,290000 
1393800005,98126,47.5467,-122.377,2,1,1,1,7,3,20150507,900,6656,900,0,1940,0,355000 
1250201680,98144,47.597,-122.292,4,3.25,1.5,1,9,4,20150507,2320,5900,2320,0,1910,0,934550 
2025701190,98038,47.35,-122.037,3,1.75,1,1,7,4,20150507,1520,6559,1170,350,1992,0,295000 
6821101895,98199,47.651,-122.399,2,1,1,1,7,4,20150507,2140,6000,1070,1070,1946,0,680000 
7972600910,98106,47.5297,-122.349,4,2,1.5,1,6,4,20150507,1840,4760,1080,760,1929,0,433000 
2619950310,98019,47.7327,-121.965,4,3.5,2,1,8,3,20150507,2730,5707,2000,730,2011,0,489500 
6699001200,98042,47.3714,-122.103,5,2.5,2,1,8,3,20150507,3220,5806,3220,0,2002,0,355000 
293000180,98126,47.5322,-122.379,2,1,1,1,6,2,20150507,910,5525,910,0,1910,0,370000 
3333500151,98118,47.5508,-122.268,5,3.75,3,1,8,3,20150507,2980,4635,2980,0,1997,0,598200 
9169100175,98136,47.5254,-122.392,4,2,1,1,7,4,20150507,2490,4700,1690,800,1952,0,700000 
1843130360,98042,47.3747,-122.128,3,2.5,2,1,7,3,20150507,2030,4867,2030,0,2003,0,295000 
4229400015,98116,47.574,-122.385,3,1,1.5,1,7,3,20150507,1030,4089,1030,0,1927,0,570000 
2781240050,98038,47.3539,-122.021,3,2,1,1,8,3,20150507,1640,4714,1640,0,2009,0,349950 
2407900550,98059,47.4799,-122.129,4,2.5,1,1,7,3,20150507,2230,5000,1650,580,2006,0,448000 
